subject,composition,scoreId,fluency,flexibility,originality
d71d756d-36af-448c-b93b-7d165f15ac34,671dffb5-9f80-49fe-b76e-ab483dca8d50,1f68652c-2c29-4ed0-8e38-899804f57a2f,1204,864.125,174.5625

2533073c-3884-496a-ad36-0b666c56ec70,0f55d1a6-fefb-4685-9e40-a77e28f55e33,4c73b990-e819-4ec4-a835-804669412ad4,1024,546.625,144.25

d98d19d8-c424-41a8-80bc-8521c931183a,b71a3b3b-b519-4bcf-af1d-b12b410ce4d1,bbe32ac6-089b-4b2d-a186-8530a3b5bd5b,104,208.44444444444446,46

8115c828-2877-431a-a4a1-f5a000f1457e,ac12e23d-7807-45f1-a54c-3cc0dd86edeb,7da92e3e-747d-40b5-9183-660b28701b6e,392,746.875,91.3125

311ceaa0-430f-430f-a624-a61d593aade3,b4f5e24a-2787-41a8-ba52-32acfc56b257,cd3939d8-812d-4458-acfb-63b0642c6261,250,591,67.3125

d71d756d-36af-448c-b93b-7d165f15ac34,dac3f97a-2e6c-41e1-90c6-3bf2434fd88b,04e34be3-2f2b-4e91-a06e-8757ae8d2f9a,1002,1040.6875,175.25

d98d19d8-c424-41a8-80bc-8521c931183a,bacf85df-16e7-403f-a653-35efcf30240a,fdb99a05-0ab8-44c4-b06b-8685e51659d3,192,729.3333333333334,62.5625

8115c828-2877-431a-a4a1-f5a000f1457e,f74b7ea9-bd49-4f11-8d26-c6dbbb147096,1c594b89-e32b-48da-b6b8-072c5b4519a6,388,713.5,91.75

446142bb-1981-4fd2-923c-591661b9554a,99b7049a-cbe3-41fd-8e85-fad73fed542c,3a7bd92a-4ba8-4693-8fb7-18b7d3c78bec,256,1034.5,64

1f42f253-53cf-4689-b358-0d77ec3e52e1,e9ea0b30-af95-4b23-a5af-18aad90eb149,a4965863-6fd2-4b80-adab-0f6f796bce9b,256,1136.5,64.4375

446142bb-1981-4fd2-923c-591661b9554a,bbc1527d-e1e1-4b94-8ee5-a03ba05ebc7b,fb403ab4-86b5-4bb8-8be7-13048b1673b8,256,1182.75,70.4375

67641bf3-e099-43c1-8545-b7ba4cd9f119,0ac7e307-f1bb-4320-898a-4a784d37757e,f608b993-d698-4d10-9373-5db2c084d13a,252,717.25,63.625

67641bf3-e099-43c1-8545-b7ba4cd9f119,956a3bb7-d334-47f0-a332-b4a155210517,1941b4c7-d2eb-4ecc-8113-f0c053a7edbb,232,446.6666666666667,67.3125

67641bf3-e099-43c1-8545-b7ba4cd9f119,4e154fca-6fec-478d-9fb3-019d6e6d64e4,ebc40777-4227-4c31-91e5-50182cdbcb83,240,556.2666666666667,72.125

30d1451d-9fc4-43a8-951b-4a74827a0d80,eec6cb1d-6086-4c56-aaa6-786424802205,0ec03324-5408-4099-8136-6379709e82c1,196,877.2307692307693,56.6875

30d1451d-9fc4-43a8-951b-4a74827a0d80,b03f6d21-61cd-4749-a3cc-79470ed47ac2,dc0ccac2-af6a-40ed-8f53-21eb1c0bd943,152,684.8,52.375

30d1451d-9fc4-43a8-951b-4a74827a0d80,5fb851bc-1f7c-4c23-a5ac-e4fd06033caa,81de769a-6792-4ce0-8880-a0eee32cd7dd,132,485.77777777777777,51.5

36172d4c-f584-43c7-b091-9db6bb3d1fc7,26cee60d-4e7c-4766-bf99-9e64b9882d36,154cc019-6b06-4c82-a680-781bc1c1fa54,332,582.6666666666666,61.5625

36172d4c-f584-43c7-b091-9db6bb3d1fc7,0415db04-542e-46f6-a228-2007c5e97314,4a4608ba-57b6-432f-998b-93043f9a1f59,436,827,79.5

ff99ecc9-5209-4df4-af83-d4472652415d,b9d7ff3e-6366-446d-b69a-5e388940c99d,fa635835-ea87-4bce-808a-c474f78280a6,270,426.875,54.5625

ff99ecc9-5209-4df4-af83-d4472652415d,b87e4317-6d24-47be-9b9d-cb29b53888bb,6c9bd24a-2621-4744-8ac3-faddf245c726,198,381.5,54.25

