subject,composition,scoreId,fluency,flexibility,originality
d6afd340-e3a5-4921-b9c9-a2ff4939b8a9,35718f65-8e59-42e7-9bcd-a3b83f89ab2c,93a1216f-e193-4c15-bd61-2ca79409bb2f,646,990.25,105.0625

d11e541e-4193-4276-9926-59d77624ba28,ad5acadc-ec2c-4c46-9e46-ae7b955a087c,47c669bc-0630-4dd0-a06f-d5a15a6434d9,240,1155.7333333333333,65.9375

8dead86f-bfa8-41f5-bc5a-b8ce4a057cb7,722a1672-b2f4-4cf7-8141-ddc04e758af0,67f53500-478b-46ce-917a-cf54e7e4ad73,206,292.8888888888889,54.1875

d11e541e-4193-4276-9926-59d77624ba28,ab4fdd35-3008-450e-b6dd-57d0842ac3c7,f06e4886-131f-4d08-8666-6887f01df50e,156,531.6,54.4375

d11e541e-4193-4276-9926-59d77624ba28,edee3456-6fc9-46a0-919e-40b1300a7f35,3807c752-812d-4e08-bebb-45c8757dfb08,164,674.9090909090909,57.5625

95b31bdd-4dff-4807-bc45-09640ad8f617,64faf894-1268-4f65-bd78-47c6f7307762,b2b25b85-837f-4f58-8ee0-664710658828,846,955.5,117.5

2b9e8baf-d8c9-4c4d-9a2c-e2c4b7baccf8,9e232d82-2f22-4e44-b5e3-de37ff0e3f4a,0f792ad5-fa85-483d-80b7-c4af095fa6b9,212,705.7142857142857,61.0625

2537c55f-d4b7-4d37-82bb-e91486d591e1,23837956-0013-4112-a79d-570bc839ace1,e5b780f0-b1e1-4073-8127-839108952288,860,1300.25,122.8125

2537c55f-d4b7-4d37-82bb-e91486d591e1,39f3d653-13f9-44e2-9e3a-39177f9fd919,5aefcfc7-61b0-4f94-b7c2-56dde1d4e755,1070,1020.7333333333333,150.375

8dead86f-bfa8-41f5-bc5a-b8ce4a057cb7,7b9c8f59-390d-4af8-b465-9be1b5b0ac4a,a2888adf-3cf2-4f4a-b7b4-ed34dc846553,534,179.5,83.5

c185a6a2-398c-4967-a905-d2452cbd262b,e4275372-8928-4bf3-a665-7cf7a97314c2,fc0e643d-f70e-4bda-badc-c0f1d8619b07,58,459.55555555555554,47.3125

95b31bdd-4dff-4807-bc45-09640ad8f617,c5f05b90-1214-40ad-8412-ddc082d3ebdb,901560dd-4d6c-421d-bf8b-a0558f8f1182,414,494,73.125

c185a6a2-398c-4967-a905-d2452cbd262b,1b09b546-3b52-4204-9ffb-1f25eeda04fc,c6941fbb-6936-4ce9-b159-832d980744eb,172,559.2727272727273,53.125

8dead86f-bfa8-41f5-bc5a-b8ce4a057cb7,994e7ba1-c95a-4acb-a9f1-6062d8deb8b3,979dfc86-470e-47e8-b4bc-cb040b448312,574,309.25,95.5625

e7cf7a17-c133-4b67-ac59-e265e47b3a63,b9f3887b-b2b8-45a6-8648-6d5fac159c63,3436fad1-a115-40dc-a513-3cccf34cace1,422,494.6666666666667,64.1875

dbd640ed-51cb-4581-a112-73083ae6d7ab,6e247b53-0548-42cc-902d-97da79cc1581,9e9a39e9-46c5-43e8-b8a2-e475b0c80844,690,1219.5,114.875

e7cf7a17-c133-4b67-ac59-e265e47b3a63,6b2f2424-9202-4a96-9fb7-177659ad61b5,7cfbda81-84cb-409a-a74b-407da2024679,512,193.625,72.75

e7cf7a17-c133-4b67-ac59-e265e47b3a63,0e81207f-1fb6-49df-a76d-ba0c38799ea4,8e61a494-b35d-4a4b-8b4b-1019256163d2,410,393.55555555555554,73.125

e7cf7a17-c133-4b67-ac59-e265e47b3a63,7955daa8-ce43-4713-ba12-74288cb35c85,5209f87a-6443-4938-b3cf-e91568ee84d4,482,387.77777777777777,83.1875

95b31bdd-4dff-4807-bc45-09640ad8f617,4528dffc-3434-4bf6-a664-17a7bd390840,46c97cb7-fec0-490c-8dea-4fe0354f5ee8,250,420.875,65.8125

f9d35556-f5e0-47dc-93a8-0e42dde85388,c875f655-cd83-47c6-a5ac-2f5b5518e6af,8b4977f1-6c94-492d-a14b-b81e3fe8ae7a,172,503.5,51.625

f9d35556-f5e0-47dc-93a8-0e42dde85388,4f990833-a362-45dc-b702-5bb743b92f13,f69dc2ff-6a38-463b-bb6a-f41159a332f0,117,705.1111111111111,49.5

f9d35556-f5e0-47dc-93a8-0e42dde85388,6605bae4-72d8-41c9-acf6-0c5f8d58644a,8c7c7e83-f3fa-4a85-b997-106baf1ce2a3,138,637.5,53.375

4c5204d2-e22c-4112-a8e0-ba795e2a7072,0c76fecc-68f2-42f3-8b3f-b1289a7b2794,dca154b9-bed4-4534-9e16-299e43fb1d21,296,1012.125,69.125

4c5204d2-e22c-4112-a8e0-ba795e2a7072,2b039bcc-e4eb-45f6-a112-fbe5250d8cea,994c2d30-0abe-425e-8e8d-3dfed9a299fc,250,1037.5,66.8125

4c5204d2-e22c-4112-a8e0-ba795e2a7072,b1a7c422-d425-4ef6-a0cb-ce24e56fc97c,9eaff5cf-44c3-48eb-9718-1e50beda779b,240,880,69.8125

7b188dca-9124-407a-9afe-d952357e5ed9,0b2958c5-1857-4942-ac37-20f4880add52,d3b1aac3-7967-463a-be43-0b901d88e82b,302,576.625,57.8125

